"Team","League","Year.x","RS","RA.x","W.x","OBP","SLG","BA","Playoffs.x","RankSeason","RankPlayoffs","G.x","OOBP","OSLG","Playoffs2","current.x","join_val","X.x","Rk","Year.y","Tm.x","Lg","G.y","W.y","L.x","Ties","W.L..x","pythW.L.","Finish","GB","Playoffs.y","R.x","RA.y","Attendance","BatAge","PAge.x","Num.Bat","Num.P","Top.Player","Managers","current.y","WAR","Abv","X.y","Tm.y","X.P","PAge.y","RA.G","W","L.y","W.L..y","ERA","G","GS","GF","CG","tSho","cSho","SV","IP","H","R.y","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","ERA.","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","Year","current","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"CHC","NL",1966,644,809,59,0.313,0.38,0.254,0,NA,NA,162,NA,NA,"NO","CHC","CHC - 1966",443,51,1966,"Chicago Cubs","NL",162,59,103,0,0.364,0.397,"10th of 10","36","",644,809,635891,26.6,26.9,49,23,"R.Santo (8.9)","L.Durocher (59-103)","Chicago Cubs",8.9,"CHC",85,"CHC",23,26.9,4.99,59,103,0.364,4.33,162,162,134,28,6,2,25,1458,1513,809,702,184,479,64,908,28,4,40,6283,85,3.99,1.366,9.3,1.1,3,5.6,1.9,6.79012345679012,1966,"CHC",85,0.154320987654321,0.172839506172839,0.037037037037037,0.0123456790123457,3.97530864197531,59
"CHW","AL",1966,574,517,83,0.297,0.331,0.231,0,NA,NA,163,NA,NA,"NO","CHW","CHW - 1966",584,51,1966,"Chicago White Sox","AL",163,83,79,1,0.512,0.548,"4th of 10","15","",574,517,990016,28.2,27.8,39,13,"T.Agee (6.4)","E.Stanky (83-79)","Chicago White Sox",6.4,"CHW",86,"CHW",13,27.8,3.17,83,79,0.512,2.68,163,163,125,38,22,19,34,1475.1,1229,517,440,101,403,55,896,36,6,68,5982,118,3.12,1.106,7.5,0.6,2.5,5.5,2.22,6.37423312883436,1966,"CHW",118,0.208588957055215,0.233128834355828,0.134969325153374,0.116564417177914,3.52147239263804,82.4907975460123
"CIN","NL",1966,692,702,76,0.309,0.395,0.26,0,NA,NA,160,NA,NA,"NO","CIN","CIN - 1966",700,51,1966,"Cincinnati Reds","NL",160,76,84,0,0.475,0.493,"7th of 10","18","",692,702,742958,26.3,27.5,31,16,"J.Maloney (7.4)","D.Heffner (37-46) and D.Bristol (39-38)","Cincinnati Reds",7.4,"CIN",87,"CIN",16,27.5,4.39,76,84,0.475,4.08,160,160,132,28,10,9,35,1436,1408,702,651,153,490,55,1043,45,5,54,6119,97,3.6,1.322,8.8,1,3.1,6.5,2.13,6.93125,1966,"CIN",97,0.21875,0.175,0.0625,0.05625,4.325,76.95
"CLE","AL",1966,574,586,81,0.297,0.36,0.237,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1966",835,51,1966,"Cleveland Indians","AL",162,81,81,0,0.5,0.491,"5th of 10","17","",574,586,903359,28.7,26.5,37,14,"S.McDowell (5.0)","B.Tebbetts (66-57) and G.Strickland (15-24)","Cleveland Indians",5,"CLE",88,"CLE",14,26.5,3.62,81,81,0.5,3.23,162,162,113,49,15,14,28,1467.1,1260,586,526,129,489,44,1111,29,2,51,6049,107,3.24,1.192,7.7,0.8,3,6.8,2.27,6.54938271604938,1966,"CLE",107,0.172839506172839,0.302469135802469,0.0925925925925926,0.0864197530864197,3.54320987654321,81
"DET","AL",1966,719,698,88,0.321,0.406,0.251,0,NA,NA,162,NA,NA,"NO","DET","DET - 1966",975,51,1966,"Detroit Tigers","AL",162,88,74,0,0.543,0.514,"3rd of 10","10","",719,698,1124293,27.7,28.3,33,16,"D.McAuliffe (6.0)","C.Dressen (16-10), B.Swift (32-25) and F.Skaff (40-39)","Detroit Tigers",6,"DET",89,"DET",16,28.3,4.31,88,74,0.543,3.85,162,162,126,36,11,9,37,1454.1,1356,698,622,185,520,39,1026,42,6,56,6159,91,3.94,1.29,8.4,1.1,3.2,6.3,1.97,6.77777777777778,1966,"DET",91,0.228395061728395,0.222222222222222,0.0679012345679012,0.0555555555555556,4.43827160493827,88
"HOU","NL",1966,612,695,72,0.318,0.365,0.255,0,NA,NA,163,NA,NA,"NO","HOU","HOU - 1966",1091,51,1966,"Houston Astros","NL",163,72,90,1,0.444,0.442,"8th of 10","23","",612,695,1872108,25.7,28.2,45,20,"M.Cuellar (5.4)","G.Hatton (72-90)","Houston Astros",5.4,"HOU",90,"HOU",20,28.2,4.26,72,90,0.444,3.76,163,163,129,34,13,9,26,1443.2,1468,695,603,130,391,44,929,34,6,60,6126,92,3.32,1.288,9.2,0.8,2.4,5.8,2.38,6.74846625766871,1966,"HOU",92,0.159509202453988,0.208588957055215,0.0797546012269939,0.0552147239263804,3.75460122699387,71.558282208589
"KCA","AL",1966,564,648,74,0.294,0.337,0.236,0,NA,NA,160,NA,NA,"NO","OAK","OAK - 1966",1740,51,1966,"Kansas City Athletics","AL",160,74,86,0,0.463,0.437,"7th of 10","23","",564,648,773929,25.5,24.5,49,23,"J.Aker (4.6)","A.Dark (74-86)","Oakland Athletics",4.6,"OAK",91,"KCA",23,24.5,4.05,74,86,0.463,3.56,160,160,141,19,11,4,46,1435,1281,648,567,106,630,77,854,39,5,52,6101,96,3.72,1.332,8,0.7,4,5.4,1.36,7.16875,1966,"OAK",96,0.2875,0.11875,0.06875,0.025,3.525,74.925
"LAD","NL",1966,606,490,95,0.314,0.362,0.256,1,2,2,162,NA,NA,"YES","LAD","LAD - 1966",1250,51,1966,"Los Angeles Dodgers","NL",162,95,67,0,0.586,0.596,"1st of 10","--","Lost WS (4-0)",606,490,2617029,28.3,26.9,35,13,"S.Koufax (9.8)","W.Alston (95-67)","Los Angeles Dodgers",9.8,"LAD",92,"LAD",13,26.9,3.02,95,67,0.586,2.62,162,162,110,52,20,13,34,1458,1287,490,425,84,356,67,1084,27,3,42,5941,126,2.6,1.127,7.9,0.5,2.2,6.7,3.04,6.64814814814815,1966,"LAD",126,0.209876543209877,0.320987654320988,0.123456790123457,0.0802469135802469,3.74074074074074,95
"MIN","AL",1966,663,581,89,0.316,0.382,0.249,0,NA,NA,162,NA,NA,"NO","MIN","MIN - 1966",1455,51,1966,"Minnesota Twins","AL",162,89,73,0,0.549,0.56,"2nd of 10","9","",663,581,1259374,27.8,28.2,34,15,"T.Oliva (6.4)","S.Mele (89-73)","Minnesota Twins",6.4,"MIN",93,"MIN",15,28.2,3.59,89,73,0.549,3.13,162,162,110,52,11,9,28,1438.2,1246,581,501,139,392,25,1015,27,1,52,5896,116,3.27,1.139,7.8,0.9,2.5,6.3,2.59,6.17283950617284,1966,"MIN",116,0.172839506172839,0.320987654320988,0.0679012345679012,0.0555555555555556,4.09259259259259,89
"NYM","NL",1966,587,761,66,0.301,0.342,0.239,0,NA,NA,161,NA,NA,"NO","NYM","NYM - 1966",1571,51,1966,"New York Mets","NL",161,66,95,0,0.41,0.383,"9th of 10","28.5","",587,761,1932693,26.9,26,42,19,"D.Ribant (3.5)","W.Westrum (66-95)","New York Mets",3.5,"NYM",94,"NYM",19,26,4.73,66,95,0.41,4.17,161,161,124,37,9,8,22,1427,1497,761,661,166,521,57,773,35,3,76,6177,88,4.15,1.414,9.4,1,3.3,4.9,1.48,7.04968944099379,1966,"NYM",88,0.136645962732919,0.229813664596273,0.0559006211180124,0.0496894409937888,3.64596273291925,66.4099378881988
"NYY","AL",1966,611,612,70,0.299,0.374,0.235,0,NA,NA,160,NA,NA,"NO","NYY","NYY - 1966",1626,51,1966,"New York Yankees","AL",160,70,89,1,0.44,0.499,"10th of 10","26.5","",611,612,1124648,28.4,26.9,36,14,"T.Tresh (5.4)","J.Keane (4-16) and R.Houk (66-73)","New York Yankees",5.4,"NYY",95,"NYY",14,26.9,3.83,70,89,0.44,3.41,160,160,131,29,7,6,32,1415.2,1318,612,537,124,443,51,842,21,2,36,5903,97,3.49,1.244,8.4,0.8,2.8,5.4,1.9,6.54375,1966,"NYY",97,0.2,0.18125,0.04375,0.0375,3.81875,70.875
"PHI","NL",1966,696,640,87,0.322,0.378,0.258,0,NA,NA,162,NA,NA,"NO","PHI","PHI - 1966",1856,51,1966,"Philadelphia Phillies","NL",162,87,75,0,0.537,0.538,"4th of 10","8","",696,640,1108201,29.1,30.1,38,19,"J.Bunning (8.9)","G.Mauch (87-75)","Philadelphia Phillies",8.9,"PHI",96,"PHI",19,30.1,3.95,87,75,0.537,3.57,162,162,110,52,15,14,23,1459.2,1439,640,579,137,412,55,928,61,4,43,6132,102,3.47,1.268,8.9,0.8,2.5,5.7,2.25,6.87037037037037,1966,"PHI",102,0.141975308641975,0.320987654320988,0.0925925925925926,0.0864197530864197,4.2962962962963,87
"PIT","NL",1966,759,641,92,0.329,0.428,0.279,0,NA,NA,162,NA,NA,"NO","PIT","PIT - 1966",1990,51,1966,"Pittsburgh Pirates","NL",162,92,70,0,0.568,0.577,"3rd of 10","3","",759,641,1196618,28.2,29.1,32,14,"R.Clemente (8.2)","H.Walker (92-70)","Pittsburgh Pirates",8.2,"PIT",97,"PIT",14,29.1,3.96,92,70,0.568,3.52,162,162,127,35,12,11,43,1463.1,1445,641,573,125,463,57,898,36,5,42,6128,102,3.46,1.304,8.9,0.8,2.8,5.5,1.94,6.77160493827161,1966,"PIT",102,0.265432098765432,0.216049382716049,0.0740740740740741,0.0679012345679012,4.68518518518519,92
"SFG","NL",1966,675,626,93,0.303,0.392,0.248,0,NA,NA,161,NA,NA,"NO","SFG","SFG - 1966",2173,51,1966,"San Francisco Giants","NL",161,93,68,0,0.578,0.534,"2nd of 10","1.5","",675,626,1657192,26.7,28,37,14,"J.Marichal (9.8)","H.Franks (93-68)","San Francisco Giants",9.8,"SFG",98,"SFG",14,28,3.89,93,68,0.578,3.24,161,161,109,52,14,12,27,1476.2,1370,626,531,140,359,54,973,34,3,44,6102,115,3.27,1.171,8.3,0.9,2.2,5.9,2.71,6.50310559006211,1966,"SFG",115,0.167701863354037,0.322981366459627,0.0869565217391304,0.0745341614906832,4.19254658385093,93.5776397515528
"STL","NL",1966,571,577,83,0.298,0.368,0.251,0,NA,NA,162,NA,NA,"NO","STL","STL - 1966",2347,51,1966,"St. Louis Cardinals","NL",162,83,79,0,0.512,0.495,"6th of 10","12","",571,577,1712980,26.8,27.5,37,18,"B.Gibson (6.5)","R.Schoendienst (83-79)","St. Louis Cardinals",6.5,"STL",99,"STL",18,27.5,3.56,83,79,0.512,3.11,162,162,115,47,19,17,32,1459.2,1345,577,505,130,448,81,892,34,7,42,6053,116,3.48,1.228,8.3,0.8,2.8,5.5,1.99,6.77160493827161,1966,"STL",116,0.197530864197531,0.290123456790123,0.117283950617284,0.104938271604938,3.52469135802469,83
"WSA","AL",1966,557,659,71,0.295,0.355,0.234,0,NA,NA,159,NA,NA,"NO","TEX","TEX - 1966",2501,51,1966,"Washington Senators","AL",159,71,88,0,0.447,0.424,"8th of 10","25.5","",557,659,576260,27.5,26.9,42,20,"F.Valentine (3.5)","G.Hodges (71-88)","Texas Rangers",3.5,"TEX",100,"WSA",20,26.9,4.14,71,88,0.447,3.7,159,159,134,25,6,5,35,1419,1282,659,584,154,448,68,866,24,6,43,5878,94,3.74,1.219,8.1,1,2.8,5.5,1.93,6.05031446540881,1966,"TEX",94,0.220125786163522,0.157232704402516,0.0377358490566038,0.0314465408805031,3.50314465408805,72.3396226415094
"BAL","AL",1965,641,578,94,0.307,0.363,0.238,0,NA,NA,162,NA,NA,"NO","BAL","BAL - 1965",212,52,1965,"Baltimore Orioles","AL",162,94,68,0,0.58,0.547,"3rd of 10","8","",641,578,781649,27.4,27.4,34,16,"B.Robinson (4.5)","H.Bauer (94-68)","Baltimore Orioles",4.5,"BAL",61,"BAL",16,27.4,3.57,94,68,0.58,2.98,162,162,130,32,15,9,41,1477.2,1268,578,490,120,510,48,939,26,1,36,6094,116,3.39,1.203,7.7,0.7,3.1,5.7,1.84,6.69135802469136,1965,"BAL",116,0.253086419753086,0.197530864197531,0.0925925925925926,0.0555555555555556,3.95679012345679,94
"BOS","AL",1965,669,791,62,0.327,0.4,0.251,0,NA,NA,162,NA,NA,"NO","BOS","BOS - 1965",328,52,1965,"Boston Red Sox","AL",162,62,100,0,0.383,0.424,"9th of 10","40","",669,791,652201,26.7,26.5,30,12,"C.Yastrzemski (4.9)","B.Herman (62-100)","Boston Red Sox",4.9,"BOS",62,"BOS",12,26.5,4.88,62,100,0.383,4.24,162,162,129,33,9,6,25,1439.1,1443,791,678,158,543,53,993,31,12,44,6245,88,3.76,1.38,9,1,3.4,6.2,1.83,7.01234567901235,1965,"BOS",88,0.154320987654321,0.203703703703704,0.0555555555555556,0.037037037037037,4.12962962962963,62
"CAL","AL",1965,527,569,75,0.297,0.341,0.239,0,NA,NA,162,NA,NA,"NO","LAA","LAA - 1965",1195,52,1965,"California Angels","AL",162,75,87,0,0.463,0.465,"7th of 10","27","",527,569,566727,26.4,25,42,16,"J.Fregosi (5.2)","B.Rigney (75-87)","Los Angeles Angels of Anaheim",5.2,"LAA",63,"CAL",16,25,3.51,75,87,0.463,3.17,162,162,123,39,14,11,32,1441.2,1259,569,508,91,563,59,847,27,9,52,6022,106,3.39,1.264,7.9,0.6,3.5,5.3,1.5,6.96296296296296,1965,"LAA",106,0.197530864197531,0.240740740740741,0.0864197530864197,0.0679012345679012,3.25308641975309,75
"CHC","NL",1965,635,723,72,0.307,0.358,0.238,0,NA,NA,164,NA,NA,"NO","CHC","CHC - 1965",444,52,1965,"Chicago Cubs","NL",164,72,90,2,0.444,0.441,"8th of 10","25","",635,723,641361,27.9,29.7,40,15,"B.Williams (7.7)","B.Kennedy (24-32) and L.Klein (48-58)","Chicago Cubs",7.7,"CHC",64,"CHC",15,29.7,4.41,72,90,0.444,3.78,164,164,131,33,9,8,35,1472,1470,723,618,154,481,78,855,27,2,51,6263,98,3.75,1.325,9,0.9,2.9,5.2,1.78,6.85365853658537,1965,"CHC",98,0.213414634146341,0.201219512195122,0.0548780487804878,0.0487804878048781,3.8719512195122,71.1219512195122
"CHW","AL",1965,647,555,95,0.315,0.364,0.246,0,NA,NA,162,NA,NA,"NO","CHW","CHW - 1965",585,52,1965,"Chicago White Sox","AL",162,95,67,0,0.586,0.57,"2nd of 10","7","",647,555,1130519,27.9,27.8,34,12,"D.Buford (7.0)","A.Lopez (95-67)","Chicago White Sox",7,"CHW",65,"CHW",12,27.8,3.43,95,67,0.586,2.99,162,162,141,21,14,8,53,1481.2,1261,555,493,122,460,70,946,29,0,63,6060,106,3.3,1.162,7.7,0.7,2.8,5.7,2.06,6.54320987654321,1965,"CHW",106,0.327160493827161,0.12962962962963,0.0864197530864197,0.0493827160493827,3.99382716049383,95
"CIN","NL",1965,825,704,89,0.339,0.439,0.273,0,NA,NA,162,NA,NA,"NO","CIN","CIN - 1965",701,52,1965,"Cincinnati Reds","NL",162,89,73,0,0.549,0.572,"4th of 10","8","",825,704,1047824,26.2,27.2,34,15,"J.Maloney (9.0)","D.Sisler (89-73)","Cincinnati Reds",9,"CIN",66,"CIN",15,27.2,4.35,89,73,0.549,3.88,162,162,119,43,9,9,34,1457.1,1355,704,629,136,587,44,1113,46,4,83,6230,97,3.51,1.333,8.4,0.8,3.6,6.9,1.9,7.12345679012346,1965,"CIN",97,0.209876543209877,0.265432098765432,0.0555555555555556,0.0555555555555556,5.09259259259259,89
"CLE","AL",1965,663,613,87,0.315,0.379,0.25,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1965",836,52,1965,"Cleveland Indians","AL",162,87,75,0,0.537,0.536,"5th of 10","15","",663,613,934786,27.8,27.1,39,16,"S.McDowell (7.9)","B.Tebbetts (87-75)","Cleveland Indians",7.9,"CLE",67,"CLE",16,27.1,3.78,87,75,0.537,3.3,162,162,121,41,13,10,40,1458.1,1254,613,534,129,500,52,1156,28,1,50,6049,107,3.17,1.203,7.7,0.8,3.1,7.1,2.31,6.54938271604938,1965,"CLE",107,0.246913580246914,0.253086419753086,0.0802469135802469,0.0617283950617284,4.09259259259259,87
"DET","AL",1965,680,602,89,0.312,0.374,0.238,0,NA,NA,162,NA,NA,"NO","DET","DET - 1965",976,52,1965,"Detroit Tigers","AL",162,89,73,0,0.549,0.556,"4th of 10","13","",680,602,1029645,26.8,26.9,37,18,"N.Cash (5.4)","B.Swift (24-18) and C.Dressen (65-55)","Detroit Tigers",5.4,"DET",68,"DET",18,27,3.72,89,73,0.549,3.35,162,162,117,45,14,12,31,1455,1283,602,542,137,509,41,1069,47,6,49,6095,105,3.42,1.232,7.9,0.8,3.1,6.6,2.1,6.96296296296296,1965,"DET",105,0.191358024691358,0.277777777777778,0.0864197530864197,0.0740740740740741,4.19753086419753,89
"HOU","NL",1965,569,711,65,0.305,0.34,0.237,0,NA,NA,162,NA,NA,"NO","HOU","HOU - 1965",1092,52,1965,"Houston Astros","NL",162,65,97,0,0.401,0.399,"9th of 10","32","",569,711,2151470,26.9,28.5,48,23,"J.Wynn (7.4)","L.Harris (65-97)","Houston Astros",7.4,"HOU",69,"HOU",23,28.5,4.39,65,97,0.401,3.84,162,162,133,29,7,7,26,1461,1459,711,624,123,388,69,931,40,4,53,6160,87,3.22,1.264,9,0.8,2.4,5.7,2.4,6.5679012345679,1965,"HOU",87,0.160493827160494,0.179012345679012,0.0432098765432099,0.0432098765432099,3.51234567901235,65
"KCA","AL",1965,585,755,59,0.309,0.358,0.24,0,NA,NA,162,NA,NA,"NO","OAK","OAK - 1965",1741,52,1965,"Kansas City Athletics","AL",162,59,103,0,0.364,0.385,"10th of 10","43","",585,755,528344,25.9,26.5,44,24,"E.Charles (3.3)","M.McGaha (5-21) and H.Sullivan (54-82)","Oakland Athletics",3.3,"OAK",70,"KCA",24,26.5,4.66,59,103,0.364,4.24,162,162,144,18,7,6,32,1433,1399,755,675,161,574,60,882,39,7,67,6198,83,4.03,1.377,8.8,1,3.6,5.5,1.54,7.0679012345679,1965,"OAK",83,0.197530864197531,0.111111111111111,0.0432098765432099,0.037037037037037,3.61111111111111,59
"LAD","NL",1965,608,521,97,0.312,0.335,0.245,1,2,1,162,NA,NA,"YES","LAD","LAD - 1965",1251,52,1965,"Los Angeles Dodgers","NL",162,97,65,0,0.599,0.57,"1st of 10","--","Won WS (4-3)",608,521,2553577,27.9,27.6,33,12,"S.Koufax (8.6)","W.Alston (97-65)","Los Angeles Dodgers",8.6,"LAD",71,"LAD",12,27.6,3.22,97,65,0.599,2.81,162,162,104,58,23,17,35,1476,1223,521,461,127,425,53,1079,33,1,51,6018,116,3.1,1.117,7.5,0.8,2.6,6.6,2.54,6.59876543209877,1965,"LAD",116,0.216049382716049,0.358024691358025,0.141975308641975,0.104938271604938,3.75308641975309,97
"MIN","AL",1965,774,600,102,0.324,0.399,0.254,1,1,2,162,NA,NA,"YES","MIN","MIN - 1965",1456,52,1965,"Minnesota Twins","AL",162,102,60,0,0.63,0.614,"1st of 10","--","Lost WS (4-3)",774,600,1463258,27.4,28.5,35,15,"Z.Versalles (7.2)","S.Mele (102-60)","Minnesota Twins",7.2,"MIN",72,"MIN",15,28.5,3.7,102,60,0.63,3.14,162,162,130,32,12,11,45,1457.1,1278,600,508,166,503,32,934,27,2,44,6081,114,3.81,1.222,7.9,1,3.1,5.8,1.86,6.84567901234568,1965,"MIN",114,0.277777777777778,0.197530864197531,0.0740740740740741,0.0679012345679012,4.77777777777778,102
"MLN","NL",1965,708,633,86,0.31,0.416,0.256,0,NA,NA,162,NA,NA,"NO","ATL","ATL - 1965",71,52,1965,"Milwaukee Braves","NL",162,86,76,0,0.531,0.551,"5th of 10","11","",708,633,555584,28,26.5,37,14,"H.Aaron (7.8)","B.Bragan (86-76)","Atlanta Braves",7.8,"ATL",73,"MLN",14,26.5,3.91,86,76,0.531,3.52,162,162,119,43,4,4,38,1447.2,1336,633,566,123,541,66,966,28,1,68,6099,100,3.47,1.297,8.3,0.8,3.4,6,1.79,6.91975308641975,1965,"ATL",100,0.234567901234568,0.265432098765432,0.0246913580246914,0.0246913580246914,4.37037037037037,86
"NYM","NL",1965,495,752,50,0.277,0.327,0.221,0,NA,NA,164,NA,NA,"NO","NYM","NYM - 1965",1572,52,1965,"New York Mets","NL",164,50,112,2,0.309,0.318,"10th of 10","47","",495,752,1768389,26.5,27.3,43,20,"J.Lewis (2.4)","C.Stengel (31-64) and W.Westrum (19-48)","New York Mets",2.4,"NYM",74,"NYM",20,27.3,4.59,50,112,0.309,4.06,164,164,135,29,11,6,14,1454.2,1462,752,656,147,498,29,776,49,7,53,6232,87,3.89,1.347,9,0.9,3.1,4.8,1.56,6.80487804878049,1965,"NYM",87,0.0853658536585366,0.176829268292683,0.0670731707317073,0.0365853658536585,3.01829268292683,49.390243902439
"NYY","AL",1965,611,604,77,0.299,0.364,0.235,0,NA,NA,162,NA,NA,"NO","NYY","NYY - 1965",1627,52,1965,"New York Yankees","AL",162,77,85,0,0.475,0.505,"6th of 10","25","",611,604,1213552,28.3,27.2,40,16,"M.Stottlemyre (6.9)","J.Keane (77-85)","New York Yankees",6.9,"NYY",75,"NYY",16,27.2,3.73,77,85,0.475,3.28,162,162,121,41,11,10,29,1459.2,1337,604,532,126,511,46,1001,28,2,39,6111,104,3.38,1.266,8.2,0.8,3.2,6.2,1.96,6.96913580246914,1965,"NYY",104,0.179012345679012,0.253086419753086,0.0679012345679012,0.0617283950617284,3.7716049382716,77
"PHI","NL",1965,654,667,85,0.313,0.384,0.25,0,NA,NA,162,NA,NA,"NO","PHI","PHI - 1965",1857,52,1965,"Philadelphia Phillies","NL",162,85,76,1,0.528,0.491,"6th of 10","11.5","",654,667,1166376,27.1,29,33,14,"J.Bunning (8.4)","G.Mauch (85-76)","Philadelphia Phillies",8.4,"PHI",76,"PHI",14,29,4.12,85,76,0.528,3.53,162,162,112,50,18,16,21,1468.2,1426,667,576,116,466,64,1071,60,1,42,6225,98,3.16,1.288,8.7,0.7,2.9,6.6,2.3,7.11111111111111,1965,"PHI",98,0.12962962962963,0.308641975308642,0.111111111111111,0.0987654320987654,4.03703703703704,85
"PIT","NL",1965,675,580,90,0.317,0.382,0.265,0,NA,NA,163,NA,NA,"NO","PIT","PIT - 1965",1991,52,1965,"Pittsburgh Pirates","NL",163,90,72,1,0.556,0.569,"3rd of 10","7","",675,580,909279,28.1,29.6,33,13,"R.Clemente (7.1)","H.Walker (90-72)","Pittsburgh Pirates",7.1,"PIT",77,"PIT",13,29.6,3.56,90,72,0.556,3.01,163,163,114,49,17,16,27,1479,1324,580,495,89,469,56,882,44,0,53,6115,117,3.15,1.212,8.1,0.5,2.9,5.4,1.88,6.73619631901841,1965,"PIT",117,0.165644171779141,0.300613496932515,0.104294478527607,0.098159509202454,4.14110429447853,89.4478527607362
"SFG","NL",1965,682,593,95,0.313,0.385,0.252,0,NA,NA,163,NA,NA,"NO","SFG","SFG - 1965",2174,52,1965,"San Francisco Giants","NL",163,95,67,1,0.586,0.564,"2nd of 10","2","",682,593,1546075,26.7,28.8,40,16,"W.Mays (11.2)","H.Franks (95-67)","San Francisco Giants",11.2,"SFG",78,"SFG",16,28.8,3.64,95,67,0.586,3.2,163,163,121,42,17,11,41,1465.1,1325,593,521,137,408,65,1060,37,3,49,6090,113,3.2,1.183,8.1,0.8,2.5,6.5,2.6,6.75460122699386,1965,"SFG",113,0.251533742331288,0.257668711656442,0.104294478527607,0.0674846625766871,4.1840490797546,94.4171779141104
"STL","NL",1965,707,674,80,0.314,0.371,0.254,0,NA,NA,162,NA,NA,"NO","STL","STL - 1965",2348,52,1965,"St. Louis Cardinals","NL",162,80,81,1,0.497,0.522,"7th of 10","16.5","",707,674,1241201,28.4,28.9,35,15,"B.Gibson (7.6)","R.Schoendienst (80-81)","St. Louis Cardinals",7.6,"STL",79,"STL",15,28.9,4.16,80,81,0.497,3.77,162,162,122,40,11,9,35,1461.1,1414,674,612,166,467,72,916,40,2,47,6168,103,3.78,1.287,8.7,1,2.9,5.6,1.96,6.85185185185185,1965,"STL",103,0.216049382716049,0.246913580246914,0.0679012345679012,0.0555555555555556,4.3641975308642,80
"WSA","AL",1965,591,721,70,0.304,0.35,0.228,0,NA,NA,162,NA,NA,"NO","TEX","TEX - 1965",2502,52,1965,"Washington Senators","AL",162,70,92,0,0.432,0.41,"8th of 10","32","",591,721,560083,28.4,28,40,18,"P.Richert (4.9)","G.Hodges (70-92)","Texas Rangers",4.9,"TEX",80,"WSA",18,28,4.45,70,92,0.432,3.93,162,162,141,21,8,5,40,1435.2,1376,721,627,160,633,73,867,34,7,52,6208,88,4.15,1.399,8.6,1,4,5.4,1.37,7.28395061728395,1965,"TEX",88,0.246913580246914,0.12962962962963,0.0493827160493827,0.0308641975308642,3.64814814814815,70
"BAL","AL",1964,679,567,97,0.316,0.387,0.248,0,NA,NA,163,NA,NA,"NO","BAL","BAL - 1964",213,53,1964,"Baltimore Orioles","AL",163,97,65,1,0.599,0.582,"3rd of 10","2","",679,567,1116215,27.9,27.9,37,16,"B.Robinson (8.1)","H.Bauer (97-65)","Baltimore Orioles",8.1,"BAL",41,"BAL",16,27.9,3.48,97,65,0.599,3.16,163,163,119,44,17,16,42,1458.2,1292,567,512,129,456,63,939,36,1,31,5991,114,3.48,1.198,8,0.8,2.8,5.8,2.06,6.43558282208589,1964,"BAL",114,0.257668711656442,0.269938650306748,0.104294478527607,0.098159509202454,4.16564417177914,96.4049079754601
"BOS","AL",1964,688,793,72,0.322,0.416,0.258,0,NA,NA,162,NA,NA,"NO","BOS","BOS - 1964",329,53,1964,"Boston Red Sox","AL",162,72,90,0,0.444,0.435,"8th of 10","27","",688,793,883276,27.5,25.8,32,13,"D.Radatz (6.0)","J.Pesky (70-90) and B.Herman (2-0)","Boston Red Sox",6,"BOS",42,"BOS",13,25.8,4.9,72,90,0.444,4.5,162,162,141,21,9,8,37,1422,1464,793,711,178,571,37,1094,30,1,52,6223,87,3.96,1.431,9.3,1.1,3.6,6.9,1.92,7.18518518518519,1964,"BOS",87,0.228395061728395,0.12962962962963,0.0555555555555556,0.0493827160493827,4.24691358024691,72
"CHC","NL",1964,649,724,76,0.314,0.39,0.251,0,NA,NA,162,NA,NA,"NO","CHC","CHC - 1964",445,53,1964,"Chicago Cubs","NL",162,76,86,0,0.469,0.45,"8th of 10","17","",649,724,751647,27.3,30,43,21,"R.Santo (8.9)","B.Kennedy (76-86)","Chicago Cubs",8.9,"CHC",43,"CHC",21,30,4.47,76,86,0.469,4.08,162,162,104,58,11,9,20,1445,1510,724,655,144,423,64,737,17,3,50,6150,92,3.79,1.338,9.4,0.9,2.6,4.6,1.74,6.73456790123457,1964,"CHC",92,0.123456790123457,0.358024691358025,0.0679012345679012,0.0555555555555556,4.00617283950617,76
"CHW","AL",1964,642,501,98,0.32,0.353,0.247,0,NA,NA,162,NA,NA,"NO","CHW","CHW - 1964",586,53,1964,"Chicago White Sox","AL",162,98,64,0,0.605,0.612,"2nd of 10","1","",642,501,1250053,27.1,29.1,37,13,"R.Hansen (7.7)","A.Lopez (98-64)","Chicago White Sox",7.7,"CHW",44,"CHW",13,29.1,3.09,98,64,0.605,2.72,162,162,118,44,20,16,45,1467.2,1216,501,444,124,401,42,955,31,2,49,5910,127,3.28,1.102,7.5,0.8,2.5,5.9,2.38,6.21604938271605,1964,"CHW",127,0.277777777777778,0.271604938271605,0.123456790123457,0.0987654320987654,3.96296296296296,98
